"Chr","Start","End","Conc","Conc_alpha","Conc_beta","Fold","p-value","FDR","Called1","Called2"
"chr9",99358369,99358569,2.03,2.94,0.78,2.16,0.00378,0.0375,2,2
"chr13",21735129,21735329,2.03,2.94,0.78,2.16,0.00378,0.0375,2,3
"chr16",46650329,46650529,2.03,2.94,0.78,2.16,0.00378,0.0375,2,2
"chr18",47250471,47250671,2.03,2.94,0.78,2.16,0.00378,0.0375,2,2
"chr2",60037264,60037464,2.03,2.94,0.78,2.16,0.00378,0.0375,2,2
"chr6",5408570,5408770,2.03,2.94,0.78,2.16,0.00378,0.0375,2,2
"chr6",121066863,121067063,2.03,2.94,0.78,2.16,0.00378,0.0375,2,2
"chr8",70395737,70395937,3.26,3.97,2.46,1.51,0.00378,0.0375,2,3
"chr4",55938416,55938616,2.93,3.69,2.04,1.65,0.00379,0.0375,2,1
"chr7",3684215,3684415,2.93,3.69,2.04,1.65,0.00379,0.0375,2,3
"chr13",107955811,107956011,2.93,3.69,2.04,1.65,0.00379,0.0375,2,3
"chr6",149141423,149141623,2.93,3.69,2.04,1.65,0.00379,0.0375,2,3
"chr11",50174721,50174921,3.84,4.49,3.16,1.33,0.00379,0.0376,2,3
"chr2",126373891,126374091,2.73,3.52,1.78,1.74,0.00379,0.0376,2,2
"chr19",6909656,6909856,2.73,3.52,1.78,1.74,0.00379,0.0376,2,3
"chr4",116627908,116628108,2.73,3.52,1.78,1.74,0.00379,0.0376,2,3
"chr17",78024322,78024522,2.74,1.21,3.26,-2.05,0.00379,0.0376,1,3
"chr11",23067789,23067989,4.89,5.46,4.34,1.12,0.00379,0.0376,2,3
"chr6",127152445,127152645,3.1,3.84,2.26,1.57,0.00381,0.0377,2,2
"chr2",172345377,172345577,5.32,5.86,4.8,1.06,0.00381,0.0378,2,3
"chr4",147848347,147848547,2.48,3.3,1.46,1.84,0.00381,0.0378,2,3
"chr12",27495449,27495649,2.48,3.3,1.46,1.84,0.00381,0.0378,2,2
"chr11",69579271,69579471,2.48,3.3,1.46,1.84,0.00381,0.0378,2,2
"chr5",21785091,21785291,4.29,4.9,3.67,1.23,0.00382,0.0378,2,3
"chr14",13284597,13284797,4.01,4.64,3.36,1.27,0.00382,0.0378,2,3
"chr1",167930067,167930267,2.03,2.93,0.78,2.15,0.00383,0.0378,2,3
"chr10",44751274,44751474,2.03,2.93,0.78,2.15,0.00383,0.0378,1,1
"chr11",64542433,64542633,2.03,2.93,0.78,2.15,0.00383,0.0378,2,1
"chr13",113795427,113795627,2.03,2.93,0.78,2.15,0.00383,0.0378,2,0
"chr14",67072117,67072317,2.03,2.93,0.78,2.15,0.00383,0.0378,2,2
"chr18",66286806,66287006,2.03,2.93,0.78,2.15,0.00383,0.0378,2,0
"chr2",19647031,19647231,2.03,2.93,0.78,2.15,0.00383,0.0378,2,1
"chr2",24409273,24409473,2.03,2.93,0.78,2.15,0.00383,0.0378,2,1
"chr3",122130849,122131049,2.03,2.93,0.78,2.15,0.00383,0.0378,2,1
"chr4",132353383,132353583,2.03,2.93,0.78,2.15,0.00383,0.0378,2,2
"chr5",96457515,96457715,2.03,2.93,0.78,2.15,0.00383,0.0378,2,2
"chr6",64727781,64727981,2.03,2.93,0.78,2.15,0.00383,0.0378,2,1
"chr7",113972840,113973040,2.03,2.93,0.78,2.15,0.00383,0.0378,2,1
"chr8",82402815,82403015,2.03,2.93,0.78,2.15,0.00383,0.0378,2,2
"chr9",111513404,111513604,2.03,2.93,0.78,2.15,0.00383,0.0378,2,2
"chr2",143545907,143546107,5.21,5.76,4.69,1.07,0.00383,0.0378,2,3
"chr10",109299867,109300067,3.39,4.08,2.63,1.45,0.00383,0.0378,2,3
"chr13",83655046,83655246,2.93,3.68,2.04,1.64,0.00384,0.0379,2,3
"chr7",141338817,141339017,2.93,3.68,2.04,1.64,0.00384,0.0379,2,3
"chr19",10957100,10957300,2.93,3.68,2.04,1.64,0.00384,0.0379,2,2
"chr7",96524625,96524825,4.25,4.86,3.63,1.23,0.00384,0.0379,2,3
"chr9",80067057,80067257,4.25,4.86,3.63,1.23,0.00384,0.0379,2,3
"chr17",86151018,86151218,5.02,5.57,4.48,1.09,0.00384,0.0379,2,3
"chr4",141793552,141793752,4.92,5.48,4.36,1.11,0.00384,0.038,2,3
"chr10",26544881,26545081,3.18,1.88,3.67,-1.79,0.00384,0.038,1,3
"chr10",79417229,79417429,2.73,3.51,1.78,1.73,0.00384,0.038,2,2
"chr4",155491276,155491476,2.73,3.51,1.78,1.73,0.00384,0.038,2,3
"chr1",14309773,14309973,4.38,4.97,3.78,1.19,0.00385,0.038,2,3
"chr13",8996053,8996253,5.06,5.61,4.52,1.09,0.00385,0.038,2,3
"chr7",47008334,47008534,4.72,5.29,4.16,1.14,0.00385,0.0381,2,3
"chr3",9665933,9666133,3.93,4.56,3.26,1.3,0.00385,0.0381,2,3
"chr1",136170148,136170348,3.93,4.56,3.26,1.3,0.00385,0.0381,2,3
"chr9",101270120,101270320,3.1,3.83,2.26,1.57,0.00386,0.0381,2,3
"chr9",78489090,78489290,3.1,3.83,2.26,1.57,0.00386,0.0381,2,3
"chr10",65847752,65847952,2.75,1.25,3.26,-2.02,0.00386,0.0381,2,3
"chr2",125123442,125123642,3.58,4.25,2.85,1.4,0.00386,0.0382,2,3
"chr3",90265608,90265808,4.59,5.17,4.01,1.16,0.00386,0.0382,2,3
"chr7",70063971,70064171,4.59,5.17,4.01,1.16,0.00386,0.0382,2,3
"chr14",55560590,55560790,4.93,5.49,4.39,1.11,0.00387,0.0382,2,3
"chr15",62569311,62569511,4.01,4.64,3.36,1.27,0.00387,0.0382,2,3
"chr3",122316702,122316902,2.02,2.92,0.78,2.14,0.00388,0.0382,2,3
"chr4",125553854,125554054,2.02,2.92,0.78,2.14,0.00388,0.0382,2,2
"chrX",74249650,74249850,2.02,2.92,0.78,2.14,0.00388,0.0382,2,0
"chrX",114816434,114816634,2.02,2.92,0.78,2.14,0.00388,0.0382,2,3
"chr10",110733394,110733594,2.02,2.92,0.78,2.14,0.00388,0.0382,2,2
"chr12",118847044,118847244,2.02,2.92,0.78,2.14,0.00388,0.0382,2,1
"chr18",49469017,49469217,2.02,2.92,0.78,2.14,0.00388,0.0382,2,1
"chr18",64692592,64692792,2.02,2.92,0.78,2.14,0.00388,0.0382,2,2
"chr19",27219008,27219208,2.02,2.92,0.78,2.14,0.00388,0.0382,2,1
"chr19",31765114,31765314,2.02,2.92,0.78,2.14,0.00388,0.0382,2,2
"chr2",174824537,174824737,2.02,2.92,0.78,2.14,0.00388,0.0382,2,2
"chr2",181581742,181581942,2.02,2.92,0.78,2.14,0.00388,0.0382,2,2
"chr3",33266737,33266937,2.02,2.92,0.78,2.14,0.00388,0.0382,2,2
"chr4",107829831,107830031,2.02,2.92,0.78,2.14,0.00388,0.0382,2,2
"chr4",114843298,114843498,2.02,2.92,0.78,2.14,0.00388,0.0382,2,2
"chr5",135078220,135078420,2.02,2.92,0.78,2.14,0.00388,0.0382,2,2
"chr5",136908039,136908239,2.02,2.92,0.78,2.14,0.00388,0.0382,2,2
"chr6",145249480,145249680,2.02,2.92,0.78,2.14,0.00388,0.0382,1,1
"chr7",73376590,73376790,2.02,2.92,0.78,2.14,0.00388,0.0382,2,1
"chr7",123046703,123046903,2.02,2.92,0.78,2.14,0.00388,0.0382,2,2
"chr7",130591334,130591534,2.02,2.92,0.78,2.14,0.00388,0.0382,1,1
"chr9",21843153,21843353,2.02,2.92,0.78,2.14,0.00388,0.0382,2,2
"chr18",25679413,25679613,4.18,4.79,3.54,1.25,0.00388,0.0383,2,3
"chr17",63343094,63343294,3.25,3.96,2.46,1.5,0.00388,0.0383,2,3
"chr3",27863417,27863617,3.84,4.49,3.16,1.33,0.00389,0.0383,2,3
"chr5",24447733,24447933,3.78,4.43,3.1,1.33,0.00389,0.0383,2,3
"chr1",136624192,136624392,2.93,3.68,2.04,1.64,0.00389,0.0383,2,1
"chr11",6200072,6200272,2.93,3.68,2.04,1.64,0.00389,0.0383,2,3
"chr4",6452577,6452777,2.93,3.68,2.04,1.64,0.00389,0.0383,2,1
"chr4",138913842,138914042,2.93,3.68,2.04,1.64,0.00389,0.0383,2,3
"chr4",95050666,95050866,4.67,5.25,4.1,1.15,0.00389,0.0384,1,2
"chr15",101242730,101242930,2.72,3.5,1.78,1.73,0.0039,0.0384,2,2
"chr2",3713345,3713545,4.35,4.95,3.74,1.21,0.0039,0.0384,2,3
"chr1",152903084,152903284,4.35,4.95,3.74,1.21,0.0039,0.0384,2,3
"chr15",102458979,102459179,3.1,3.83,2.26,1.56,0.00391,0.0385,2,3
"chr1",122141414,122141614,3.46,4.15,2.71,1.44,0.00392,0.0386,2,3
"chr10",68283175,68283375,3.46,4.15,2.71,1.44,0.00392,0.0386,2,3
"chr15",91709400,91709600,2.47,3.28,1.46,1.83,0.00392,0.0386,2,2
"chr12",31256561,31256761,3.89,4.54,3.21,1.32,0.00392,0.0386,2,3
"chr4",94603064,94603264,5.19,5.74,4.67,1.07,0.00392,0.0386,2,3
"chr10",90829295,90829495,2.01,2.91,0.78,2.13,0.00393,0.0386,2,3
"chr14",54244243,54244443,2.01,2.91,0.78,2.13,0.00393,0.0386,2,1
"chr18",78019152,78019352,2.01,2.91,0.78,2.13,0.00393,0.0386,2,3
"chr2",180725185,180725385,2.01,2.91,0.78,2.13,0.00393,0.0386,2,2
"chr3",154328503,154328703,2.01,2.91,0.78,2.13,0.00393,0.0386,2,2
"chr5",49359032,49359232,2.01,2.91,0.78,2.13,0.00393,0.0386,2,1
"chr6",47984073,47984273,2.01,2.91,0.78,2.13,0.00393,0.0386,2,2
"chr6",89008706,89008906,2.01,2.91,0.78,2.13,0.00393,0.0386,2,2
"chr8",25066681,25066881,2.01,2.91,0.78,2.13,0.00393,0.0386,2,3
"chr8",126007745,126007945,2.01,2.91,0.78,2.13,0.00393,0.0386,2,2
"chr12",60700590,60700790,2.01,2.91,0.78,2.13,0.00393,0.0386,2,2
"chr18",64527385,64527585,2.01,2.91,0.78,2.13,0.00393,0.0386,2,1
"chr12",14302618,14302818,4.24,4.85,3.63,1.22,0.00393,0.0386,2,3
"chr13",23571192,23571392,4.1,4.72,3.46,1.27,0.00393,0.0386,2,3
"chrX",140456342,140456542,4.1,4.72,3.46,1.27,0.00393,0.0386,2,3
"chr3",116861518,116861718,4.06,4.68,3.41,1.27,0.00393,0.0386,2,3
"chr1",151571449,151571649,2.75,1.28,3.26,-1.99,0.00393,0.0386,2,3
"chr15",89373596,89373796,3.25,3.95,2.46,1.5,0.00394,0.0387,2,2
"chr2",78381315,78381515,2.72,3.5,1.78,1.72,0.00395,0.0388,2,3
"chr12",111908010,111908210,4.53,5.12,3.95,1.17,0.00395,0.0388,2,3
"chr1",31157005,31157205,2.91,1.5,3.41,-1.91,0.00396,0.0389,0,3
"chr3",146766926,146767126,3.09,3.82,2.26,1.56,0.00396,0.039,2,3
"chr14",89639185,89639385,3.09,3.82,2.26,1.56,0.00396,0.039,2,3
"chr17",34031684,34031884,3.57,4.25,2.85,1.4,0.00397,0.039,2,3
"chr3",154961498,154961698,3.57,4.25,2.85,1.4,0.00397,0.039,2,3
"chr3",122419901,122420101,3.89,4.53,3.21,1.32,0.00397,0.039,2,3
"chr8",27085541,27085741,2.46,3.28,1.46,1.82,0.00397,0.039,2,3
"chr9",21546499,21546699,5.77,6.29,5.28,1.01,0.00397,0.039,2,3
"chr4",63494994,63495194,3.97,4.61,3.32,1.29,0.00397,0.039,2,2
"chr1",131797358,131797558,2.01,2.9,0.78,2.12,0.00398,0.039,2,1
"chr11",115933464,115933664,2.01,2.9,0.78,2.12,0.00398,0.039,2,1
"chr16",13193734,13193934,2.01,2.9,0.78,2.12,0.00398,0.039,1,0
"chr19",43986142,43986342,2.01,2.9,0.78,2.12,0.00398,0.039,2,1
"chr4",97773243,97773443,4.77,5.34,4.21,1.13,0.00398,0.039,2,2
"chr17",31564427,31564627,4.77,5.34,4.21,1.13,0.00398,0.039,2,3
"chr3",65658950,65659150,4.31,4.91,3.71,1.2,0.00398,0.039,2,3
"chr10",83648593,83648793,4.1,4.72,3.46,1.26,0.00398,0.039,2,3
"chr8",79711606,79711806,4.93,5.49,4.39,1.1,0.00398,0.0391,2,3
"chr16",11066163,11066363,4.89,5.45,4.34,1.11,0.00398,0.0391,2,3
"chr12",99964444,99964644,3.84,4.48,3.16,1.32,0.00399,0.0391,2,3
"chr10",121376980,121377180,3.84,4.48,3.16,1.32,0.00399,0.0391,2,3
"chr12",51691808,51692008,4.84,5.41,4.29,1.12,0.00399,0.0391,2,3
"chr3",159852066,159852266,4.21,3.26,4.61,-1.35,0.00399,0.0392,2,3
"chr10",40142248,40142448,5.16,5.7,4.63,1.07,0.00399,0.0392,2,3
"chr4",139192671,139192871,4.35,4.94,3.74,1.2,0.00399,0.0392,2,3
"chr11",116581424,116581624,2.92,3.67,2.04,1.63,0.004,0.0392,2,3
"chr4",134923476,134923676,2.92,3.67,2.04,1.63,0.004,0.0392,2,2
"chr14",20640797,20640997,4.28,4.89,3.67,1.22,0.004,0.0392,2,3
"chr5",33657965,33658165,4.7,5.27,4.13,1.14,0.004,0.0392,2,3
"chr18",76035213,76035413,3.64,4.31,2.92,1.39,0.004,0.0393,2,3
"chr2",52742124,52742324,4.38,4.98,3.78,1.2,0.00401,0.0393,2,3
"chr3",135423271,135423471,5.46,5.99,4.95,1.04,0.00401,0.0394,2,3
"chr8",72570762,72570962,5.46,5.99,4.95,1.04,0.00401,0.0394,2,3
"chr16",30388726,30388926,3.57,4.24,2.85,1.39,0.00402,0.0394,2,3
"chr17",5492414,5492614,3.46,4.14,2.71,1.44,0.00402,0.0394,2,2
"chr8",61265461,61265661,3.46,4.14,2.71,1.44,0.00402,0.0394,2,3
"chr8",111854259,111854459,4.05,4.67,3.41,1.26,0.00403,0.0395,2,3
"chr14",24222860,24223060,2,2.89,0.78,2.11,0.00403,0.0395,2,2
"chr17",28328434,28328634,2,2.89,0.78,2.11,0.00403,0.0395,2,3
"chr6",113861043,113861243,2,2.89,0.78,2.11,0.00403,0.0395,1,3
"chr12",108554578,108554778,2,2.89,0.78,2.11,0.00403,0.0395,2,2
"chrX",119195366,119195566,2.91,1.52,3.41,-1.89,0.00403,0.0395,2,3
"chr3",90052561,90052761,4.13,4.74,3.5,1.24,0.00403,0.0395,2,3
"chr7",99381263,99381463,5.14,5.68,4.61,1.07,0.00403,0.0395,2,3
"chr1",133131108,133131308,4.59,5.16,4.01,1.15,0.00403,0.0395,2,3
"chr6",90463525,90463725,3.53,4.21,2.78,1.44,0.00404,0.0395,2,3
"chr4",98383168,98383368,3.83,4.48,3.16,1.32,0.00404,0.0395,2,3
"chr7",53570844,53571044,3.06,1.74,3.54,-1.81,0.00404,0.0395,2,3
"chr16",20535318,20535518,4.74,5.31,4.19,1.13,0.00404,0.0396,2,3
"chr2",18392700,18392900,5.8,6.32,5.32,1,0.00404,0.0396,2,3
"chr5",74704500,74704700,3.24,3.94,2.46,1.49,0.00404,0.0396,2,1
"chr6",129382284,129382484,1.86,2.81,0.46,2.35,0.00405,0.0396,1,0
"chr5",72653133,72653333,2.91,3.66,2.04,1.62,0.00405,0.0397,2,1
"chr4",117182548,117182748,2.91,3.66,2.04,1.62,0.00405,0.0397,2,2
"chr2",132715445,132715645,2.71,3.48,1.78,1.71,0.00406,0.0397,2,2
"chr7",29953844,29954044,2.71,3.48,1.78,1.71,0.00406,0.0397,2,3
"chr18",36025683,36025883,3.68,4.33,2.98,1.35,0.00406,0.0397,2,3
"chr3",3507898,3508098,5.35,5.88,4.83,1.05,0.00406,0.0397,2,3
"chr7",18925262,18925462,4.77,5.34,4.21,1.13,0.00406,0.0397,2,3
"chr11",5261641,5261841,4.67,5.24,4.1,1.14,0.00406,0.0397,2,3
"chr4",53218026,53218226,3.33,4.03,2.54,1.49,0.00407,0.0398,2,3
"chr17",35089237,35089437,3.09,3.81,2.26,1.54,0.00407,0.0398,2,2
"chr7",44854767,44854967,3.09,3.81,2.26,1.54,0.00407,0.0398,2,3
"chr1",93342710,93342910,4.1,4.72,3.46,1.26,0.00407,0.0399,2,3
"chr16",23982538,23982738,3.45,4.14,2.71,1.43,0.00408,0.0399,2,3
"chr18",5414462,5414662,3.45,4.14,2.71,1.43,0.00408,0.0399,2,2
"chr9",66069721,66069921,1.99,2.88,0.78,2.1,0.00408,0.0399,1,1
"chr11",28277127,28277327,1.99,2.88,0.78,2.1,0.00408,0.0399,2,2
"chr13",51153299,51153499,1.99,2.88,0.78,2.1,0.00408,0.0399,2,1
"chr7",112826353,112826553,1.99,2.88,0.78,2.1,0.00408,0.0399,2,1
"chr2",91237010,91237210,4.53,5.11,3.95,1.16,0.00408,0.0399,2,3
"chr7",58844163,58844363,4.5,5.08,3.92,1.16,0.00409,0.0399,2,3
"chr7",19628951,19629151,3.83,4.47,3.16,1.31,0.00409,0.04,2,3
"chr1",172550673,172550873,4.64,5.22,4.07,1.15,0.00409,0.04,2,3
"chr5",145280422,145280622,4.21,4.82,3.59,1.23,0.0041,0.0401,2,3
"chr14",77036619,77036819,3.63,4.3,2.92,1.38,0.00411,0.0402,2,2
"chr16",59583750,59583950,2.7,3.48,1.78,1.7,0.00411,0.0402,2,3
"chr17",26916855,26917055,3.97,4.6,3.32,1.28,0.00412,0.0403,2,3
"chr17",5189784,5189984,3.97,4.6,3.32,1.28,0.00412,0.0403,2,3
"chr4",63495970,63496170,4.09,4.71,3.46,1.26,0.00412,0.0403,2,3
"chr7",127708710,127708910,3.57,4.23,2.85,1.38,0.00412,0.0403,2,3
"chr10",62110868,62111068,3.32,4.03,2.54,1.48,0.00413,0.0403,2,3
"chr3",88503256,88503456,3.74,4.39,3.04,1.35,0.00413,0.0403,2,3
"chr2",143424945,143425145,3.74,4.39,3.04,1.35,0.00413,0.0403,2,3
"chr2",136648702,136648902,3.08,3.8,2.26,1.54,0.00413,0.0403,2,2
"chr4",41568327,41568527,3.08,3.8,2.26,1.54,0.00413,0.0403,1,1
"chr14",60134810,60135010,1.98,2.87,0.78,2.09,0.00413,0.0403,1,1
"chr2",35691740,35691940,1.98,2.87,0.78,2.09,0.00413,0.0403,1,0
"chr14",46882725,46882925,3.45,4.13,2.71,1.43,0.00413,0.0403,2,2
"chr3",152165903,152166103,3.45,4.13,2.71,1.43,0.00413,0.0403,2,3
"chr6",129534857,129535057,3.45,4.13,2.71,1.43,0.00413,0.0403,2,1
"chr2",163419545,163419745,4.21,4.82,3.59,1.23,0.00415,0.0405,2,3
"chr10",3978436,3978636,4.97,5.53,4.43,1.09,0.00415,0.0405,2,3
"chr12",34989472,34989672,3.18,3.91,2.36,1.54,0.00416,0.0406,2,1
"chr6",125089551,125089751,2.91,3.65,2.04,1.61,0.00416,0.0406,1,1
"chr15",66324486,66324686,2.36,3.21,1.26,1.94,0.00417,0.0407,2,3
"chr3",105452145,105452345,2.36,3.21,1.26,1.94,0.00417,0.0407,2,3
"chr3",95217470,95217670,2.36,3.21,1.26,1.94,0.00417,0.0407,2,2
"chr11",98193170,98193370,2.36,3.21,1.26,1.94,0.00417,0.0407,2,2
"chr3",121723527,121723727,3.97,4.59,3.32,1.28,0.00418,0.0407,2,2
"chr9",36726672,36726872,3.56,4.23,2.85,1.38,0.00418,0.0408,2,3
"chr13",34398107,34398307,3.73,4.38,3.04,1.34,0.00418,0.0408,2,3
"chr10",95501826,95502026,3.73,4.38,3.04,1.34,0.00418,0.0408,2,3
"chr6",120463119,120463319,3.73,4.38,3.04,1.34,0.00418,0.0408,2,3
"chr9",21287923,21288123,4.44,5.02,3.85,1.17,0.00418,0.0408,2,3
"chr12",102743642,102743842,4.28,4.88,3.67,1.21,0.00419,0.0408,2,3
"chr3",28265363,28265563,4.38,4.97,3.78,1.19,0.00419,0.0409,2,2
"chr5",142692354,142692554,1.84,2.78,0.46,2.32,0.0042,0.041,2,1
"chr5",148598422,148598622,1.84,2.78,0.46,2.32,0.0042,0.041,2,1
"chr6",113442535,113442735,1.84,2.78,0.46,2.32,0.0042,0.041,2,1
"chr7",104218736,104218936,1.84,2.78,0.46,2.32,0.0042,0.041,2,2
"chrX",151168664,151168864,1.84,2.78,0.46,2.32,0.0042,0.041,0,0
"chrX",161877213,161877413,1.84,2.78,0.46,2.32,0.0042,0.041,2,1
"chr18",20896362,20896562,4.95,5.51,4.41,1.1,0.00421,0.041,2,3
"chr18",37935444,37935644,5.15,5.69,4.63,1.07,0.00421,0.041,2,3
"chr6",65671510,65671710,4.69,5.26,4.13,1.13,0.00422,0.0411,2,3
"chr12",80790402,80790602,4.16,4.77,3.54,1.23,0.00422,0.0411,2,3
"chr5",9623155,9623355,3.2,1.98,3.67,-1.69,0.00422,0.0411,2,3
"chr10",93309245,93309445,2.35,3.2,1.26,1.93,0.00422,0.0411,2,1
"chr19",32215265,32215465,2.35,3.2,1.26,1.93,0.00422,0.0411,2,2
"chrX",71052292,71052492,2.35,3.2,1.26,1.93,0.00422,0.0411,2,1
"chr14",16243240,16243440,4.5,5.09,3.92,1.17,0.00422,0.0411,2,3
"chr3",37860147,37860347,3.73,4.38,3.04,1.34,0.00423,0.0412,2,3
"chr11",3332307,3332507,4.66,5.23,4.1,1.13,0.00423,0.0412,2,3
"chr1",14867785,14867985,4.61,5.18,4.04,1.14,0.00424,0.0413,2,3
"chr10",93188452,93188652,1.83,2.77,0.46,2.31,0.00426,0.0414,2,2
"chr11",70239927,70240127,1.83,2.77,0.46,2.31,0.00426,0.0414,1,1
"chr15",103366542,103366742,1.83,2.77,0.46,2.31,0.00426,0.0414,2,2
"chr16",24404058,24404258,1.83,2.77,0.46,2.31,0.00426,0.0414,2,1
"chr17",29264013,29264213,1.83,2.77,0.46,2.31,0.00426,0.0414,2,1
"chr2",19519888,19520088,1.83,2.77,0.46,2.31,0.00426,0.0414,2,2
"chr7",57854590,57854790,1.83,2.77,0.46,2.31,0.00426,0.0414,2,2
"chr8",68276897,68277097,1.83,2.77,0.46,2.31,0.00426,0.0414,2,2
"chr9",50595023,50595223,1.83,2.77,0.46,2.31,0.00426,0.0414,2,2
"chr3",132084096,132084296,2.84,3.61,1.92,1.69,0.00426,0.0415,2,2
"chr3",122619555,122619755,3.02,3.76,2.16,1.6,0.00427,0.0415,2,2
"chr5",146220965,146221165,4.64,5.21,4.07,1.14,0.00427,0.0416,2,3
"chr1",191277717,191277917,4.24,4.85,3.63,1.22,0.00427,0.0416,2,3
"chr2",115688439,115688639,2.62,3.43,1.63,1.8,0.00428,0.0416,2,2
"chr13",98890381,98890581,2.35,3.19,1.26,1.93,0.00428,0.0416,2,3
"chr5",25100899,25101099,2.35,3.19,1.26,1.93,0.00428,0.0416,2,3
"chr11",31369941,31370141,2.35,3.19,1.26,1.93,0.00428,0.0416,2,1
"chr10",12826962,12827162,2.35,3.19,1.26,1.93,0.00428,0.0416,2,2
"chr15",72690341,72690541,2.35,3.19,1.26,1.93,0.00428,0.0416,2,2
"chr4",99459539,99459739,2.35,3.19,1.26,1.93,0.00428,0.0416,2,2
"chr5",115011016,115011216,2.35,3.19,1.26,1.93,0.00428,0.0416,2,2
"chr6",31218389,31218589,2.35,3.19,1.26,1.93,0.00428,0.0416,1,1
"chr9",109054708,109054908,2.35,3.19,1.26,1.93,0.00428,0.0416,2,2
"chr9",120127551,120127751,3.88,4.51,3.21,1.3,0.00428,0.0416,2,3
"chr4",94752605,94752805,4.93,5.48,4.39,1.1,0.00428,0.0416,2,3
"chr7",29238195,29238395,5.15,5.69,4.63,1.06,0.00429,0.0417,2,3
"chr7",44848947,44849147,4.41,5,3.81,1.18,0.00429,0.0417,2,3
"chr5",110107665,110107865,5.13,5.67,4.61,1.06,0.00429,0.0417,2,3
"chr13",99475476,99475676,3.44,4.12,2.71,1.42,0.0043,0.0418,2,3
"chr10",128368834,128369034,4.82,5.38,4.26,1.11,0.0043,0.0418,2,3
"chr9",94668771,94668971,4.46,3.58,4.85,-1.27,0.0043,0.0418,2,3
"chr1",93801852,93802052,4.74,5.31,4.19,1.13,0.0043,0.0418,2,3
"chr11",43426148,43426348,4.31,4.91,3.71,1.2,0.0043,0.0418,2,3
"chr1",51970293,51970493,1.82,2.76,0.46,2.3,0.00431,0.0418,2,1
"chr10",24817949,24818149,1.82,2.76,0.46,2.3,0.00431,0.0418,1,1
"chr10",85957586,85957786,1.82,2.76,0.46,2.3,0.00431,0.0418,2,2
"chr11",89303559,89303759,1.82,2.76,0.46,2.3,0.00431,0.0418,2,1
"chr13",3640839,3641039,1.82,2.76,0.46,2.3,0.00431,0.0418,2,2
"chr14",17632947,17633147,1.82,2.76,0.46,2.3,0.00431,0.0418,2,2
"chr18",62972805,62973005,1.82,2.76,0.46,2.3,0.00431,0.0418,1,0
"chr4",135573465,135573665,1.82,2.76,0.46,2.3,0.00431,0.0418,2,0
"chr5",8075370,8075570,1.82,2.76,0.46,2.3,0.00431,0.0418,2,2
"chr5",115341174,115341374,1.82,2.76,0.46,2.3,0.00431,0.0418,2,2
"chr6",107722114,107722314,1.82,2.76,0.46,2.3,0.00431,0.0418,2,1
"chr6",134664679,134664879,1.82,2.76,0.46,2.3,0.00431,0.0418,2,2
"chr9",41228851,41229051,1.82,2.76,0.46,2.3,0.00431,0.0418,2,1
"chr9",109038388,109038588,1.82,2.76,0.46,2.3,0.00431,0.0418,2,2
"chr13",20550013,20550213,3.52,4.19,2.78,1.42,0.00431,0.0418,2,2
"chr16",84627174,84627374,4.63,3.77,5.01,-1.24,0.00432,0.0419,2,3
"chr1",36547199,36547399,4.93,5.48,4.39,1.09,0.00432,0.0419,2,3
"chr8",124520611,124520811,3.02,3.76,2.16,1.6,0.00432,0.0419,2,2
"chr10",96616773,96616973,5.53,6.05,5.03,1.02,0.00433,0.042,2,3
"chr7",63896895,63897095,4.86,5.42,4.32,1.1,0.00433,0.042,2,3
"chr2",121271337,121271537,4.09,4.7,3.46,1.24,0.00433,0.042,2,3
"chr12",110845151,110845351,2.34,3.18,1.26,1.92,0.00434,0.042,2,2
"chr1",125701850,125702050,2.34,3.18,1.26,1.92,0.00434,0.042,2,3
"chr14",10194702,10194902,2.34,3.18,1.26,1.92,0.00434,0.042,2,2
"chr4",143325639,143325839,2.34,3.18,1.26,1.92,0.00434,0.042,2,2
"chr7",139718950,139719150,2.34,3.18,1.26,1.92,0.00434,0.042,2,3
"chrX",139998334,139998534,2.34,3.18,1.26,1.92,0.00434,0.042,2,2
"chr1",6734833,6735033,2.34,3.18,1.26,1.92,0.00434,0.042,2,1
"chr10",63016967,63017167,2.34,3.18,1.26,1.92,0.00434,0.042,2,3
"chr13",16736222,16736422,2.34,3.18,1.26,1.92,0.00434,0.042,2,0
"chr14",7826147,7826347,2.34,3.18,1.26,1.92,0.00434,0.042,2,2
"chr2",51305509,51305709,2.34,3.18,1.26,1.92,0.00434,0.042,2,2
"chr4",120974754,120974954,2.34,3.18,1.26,1.92,0.00434,0.042,2,3
"chr7",81858936,81859136,2.34,3.18,1.26,1.92,0.00434,0.042,2,3
"chr6",86733244,86733444,3.88,4.51,3.21,1.3,0.00434,0.042,2,3
"chr4",48679862,48680062,2.62,3.42,1.63,1.79,0.00434,0.042,2,2
"chr3",129901313,129901513,5.09,5.63,4.57,1.07,0.00434,0.042,2,3
"chr1",162773770,162773970,3.73,4.37,3.04,1.33,0.00434,0.0421,2,3
"chr13",91807451,91807651,4.31,4.9,3.71,1.2,0.00435,0.0422,2,3
"chr3",88425107,88425307,3.44,4.12,2.71,1.41,0.00436,0.0422,2,3
"chr6",72097462,72097662,4.38,4.98,3.78,1.2,0.00436,0.0422,2,3
"chr1",46888589,46888789,1.81,2.75,0.46,2.29,0.00436,0.0422,2,1
